codigo,nome,nome_bairro,faixa_preco,populacao,densidade_demografica,weekday,weekday_count,periodo_manha,manha_count,periodo_tarde,tarde_count,periodo_noite,noite_count,endereco
1837783746463879,Bardog,Taquaral,1,62735,4755.858116457308,Fri,43,manha,16,tarde,21,noite,6,"R. dos Cravos, 33 - Chácara Primavera, 13087-470 Campinas"
451678204930218,Taxi Beer Drinks Express,Parque Ecológico,2,14781,999.3712095089348,Fri,3,manha,1,tarde,1,noite,1,"Alameda dos Vidoeiros 455, Sitios de Recreio Gramado, 13101-680 Campinas"
195655223793145,Sinhá Joana,APA Zona Urbana (Sousas Joaquim Egídio),2,19421,901.4993269275403,Mon,16,manha,9,tarde,3,noite,4,"Rua: Maneco Rosa 16, 13106005 Campinas"
262487617195633,Outback Brasil,Flamboyant,0,57756,4607.542022002218,Mon,244,manha,32,tarde,94,noite,118,"Av. Iguatemi , 777, 13092-500 Campinas"
266934423457878,Gisele bolos e cia,Campo Grande,0,105720,2248.954976227704,Mon,44,manha,10,tarde,18,noite,16,"rua octavio cesar borghi 149 jardim lisa, 13058-377 Campinas"
267344626707567,Churrascaria Nova Pampa,Parque Ecológico,3,14781,999.3712095089348,Mon,93,manha,44,tarde,23,noite,26,"Rodovia Dom Pedro I KM-127, 13067-703 Campinas"
1059575517433659,Cantinho do Açaí,Ouro Verde,1,141490,4786.3739386353645,Sat,65,manha,31,tarde,18,noite,16,"Rua Carmem de Angêlis Nicoleti, 398, Dic V, 13054-532 Campinas"
1841871336097389,Tordilho Negro Campinas,Barão Geraldo,1,38740,1010.9445050442843,Sat,12,manha,9,tarde,1,noite,2,"Rua Mirta Coluccini Porto, 2100, 13087 Campinas"
1723674894516792,Mais Açaí,Campo Grande,1,105720,2248.954976227704,Sun,47,manha,17,tarde,13,noite,17,"Avenida Armando Mario Tozzi n 274 Jd Liza II, 13058378 Campinas"
241866802670645,Paiol bar campinas,Ouro Verde,2,141490,4786.3739386353645,Sun,86,manha,29,tarde,24,noite,33,"Avenida Ruy Rodrigues, 6201-6283, 13056-511 Campinas"
196431447234520,Estância D'Oliveira,Taquaral,2,62735,4755.858116457308,Thu,104,manha,34,tarde,53,noite,17,"R. Bento Arruda Camargo, 680, 13088-650 Campinas"
820851004602224,Tacada de Mestre Snooker Bar do Cris,Amoreiras,3,60786,6047.275114904794,Thu,127,manha,55,tarde,43,noite,29,"av. Dr. sales de oliveira. vil industrial Proximo a faculdade metrocamp, 13035270 Campinas"
530971553683977,Let's Eat Cambuí,Centro,2,74062,10757.789236691118,Tue,16,manha,7,tarde,2,noite,7,"Rua Américo Brasiliense, 166, 13025 Campinas"
531645433534991,Pizzaria Do Gordo,PUCCamp (Roseira),0,112644,7192.09306483125,Wed,72,manha,33,tarde,20,noite,19,"R Paulo Vianna de Souza 1406 - Parque Residencial Vila União, 13060-726 Campinas"
217753541747724,Lanche da dinda,Ouro Verde,1,141490,4786.3739386353645,Fri,31,manha,10,tarde,13,noite,8,"av, Arimana, 13056-424 Campinas"
1141045409240887,Da Roça - Açaí e Sucos,Barão Geraldo,3,38740,1010.9445050442843,Mon,65,manha,20,tarde,33,noite,12,"Rua Dr. Luverci Pereira de Souza 1800, 13083-735 Campinas"
1151787801511572,Higa Atacado,IAC (Exército),0,2744,123.9710493263818,Mon,33,manha,8,tarde,18,noite,7,"Rua Pedro Stancato, 39/163, 13082-050 Campinas"
643726032409457,Buffet Infantil Estrela Maior,Castelo,2,67263,5683.108587650817,Mon,37,manha,9,tarde,17,noite,11,"Av. Marechal Rondon, 1164, Jd. Chapadão, 13070 Campinas"
704390099683029,Omatuto Shopping Bandeiras,Complexo Delta,2,469,30.294222136097922,Mon,245,manha,23,tarde,116,noite,106,"Avenida John Boyd Dunlop, 3900, 13060 Campinas"
965881310114315,Pizzaria Vitória,Campo Belo (Cidade Singer),1,47336,4325.608597119673,Mon,32,manha,12,tarde,7,noite,13,"Avenida Antonio Sales Proenca, 570, 13053-330 Campinas"
692557770880231,Bruno lanches,Campo Grande,1,105720,2248.954976227704,Sat,45,manha,8,tarde,6,noite,31,"Rua: Padre Henrique Pereira Neto (antiga 8), nº 93 - Parque Itajaí, 13058017 Campinas"
1680019975586748,Kabana do Açaí & Cia,Jardim do Trevo,1,52376,3893.865837973667,Sun,79,manha,26,tarde,27,noite,26,13051006 Campinas
375642759276774,Sorveteria Doce Sabor,Jardim do Trevo,0,52376,3893.865837973667,Sun,123,manha,55,tarde,38,noite,30,"Rua Ivan Astolfi, 401 - ao lado do Lanchão, 13052574 Campinas"
526241647427152,Boteco Do André,APA Zona Urbana (Sousas Joaquim Egídio),2,19421,901.4993269275403,Thu,14,manha,3,tarde,8,noite,3,"Rua Heitor Penteado, 1049, 13075185 Campinas"
556887477720094,Rudá bar,Barão Geraldo,2,38740,1010.9445050442843,Thu,14,manha,4,tarde,3,noite,7,"Av. Santa Isabel, 490, 13084-012 Campinas"
536488053066335,Rapa do Tacho,APA Zona Urbana (Sousas Joaquim Egídio),2,19421,901.4993269275403,Tue,12,manha,10,tarde,1,noite,1,"Place des Vosges, 88, 13106-028 Campinas"
222565644522319,Picerno Dogueria,Aparecidinha,2,62822,3799.5875141376205,Wed,23,manha,11,tarde,4,noite,8,"Rua Olga Fernandes Serra, 160 - Pq. Fazendinha, 13064-708 Campinas"
285931894777178,Clube da Entrega,IAC (Exército),0,2744,123.9710493263818,Wed,301,manha,185,tarde,101,noite,15,13080650 Campinas
555424814493577,Pizzarella Campinas,Ribeirão Samambaia,1,52882,5569.4752063460965,Wed,70,manha,33,tarde,14,noite,23,"RUA ANTONIO MARQUES SERRA 266 jardim Von Zuben, 13044-500 Campinas"
119302904889635,Elisa Festas,Ouro Verde,0,141490,4786.3739386353645,Fri,26,manha,7,tarde,6,noite,13,"Rua Maracajú Número 269  Vila Aeroporto, 13054110 Campinas"
1307074039338943,The Master HOT DOG,Jardim do Trevo,0,52376,3893.865837973667,Fri,8,manha,1,tarde,5,noite,2,"Rua Daltair Paulino n°175 Jardim são José, 13051144 Campinas"
138214593240508,Salgados Villine,PUCCamp (Roseira),2,112644,7192.09306483125,Fri,20,manha,9,tarde,6,noite,5,"R.ELZA PENTEADO ORSI, 7 , VILA UNIAO., 13060724 Campinas"
1473277679604564,Penedos Pizzaria,Castelo,2,67263,5683.108587650817,Fri,45,manha,14,tarde,23,noite,8,"Rua do Café, 163, Jardim Chapadão, 13070-023 Campinas"
1636243496612982,Barrigudao lanches,Ouro Verde,1,141490,4786.3739386353645,Fri,134,manha,43,tarde,57,noite,34,"av: camucim 250 parque universitario, 13053463 Campinas"
211439179270094,No Palito,Barão Geraldo,0,38740,1010.9445050442843,Fri,44,manha,20,tarde,17,noite,7,"Rua Tereza Geraij Zogbi Mokarzel, 33, Campinas"
731712703586970,Lancheteria Donna Maria,PUCCamp (Roseira),1,112644,7192.09306483125,Fri,66,manha,21,tarde,30,noite,15,"Rua Guiomar Pereira Yanke, 32, Jardim Novo Campos Eliseos, 13060-420 Campinas"
1381113695494188,Espetinho Dona Maria,Ouro Verde,2,141490,4786.3739386353645,Mon,11,manha,6,tarde,1,noite,4,"Avenida Arymana, 13056-440 Campinas"
165879833536205,Lanchão Sousas,APA Zona Urbana (Sousas Joaquim Egídio),0,19421,901.4993269275403,Mon,29,manha,9,tarde,9,noite,11,"AV.: JULIA CONCEIÇÃO ALVES, 287 - SOUSAS, 13105-760 Campinas"
199980963413007,Pizzaria Dom & Art,Ouro Verde,3,141490,4786.3739386353645,Mon,10,manha,3,tarde,3,noite,4,"Rua Rachel Grimaldi Benites De Cara, 17- Recanto do Sol II, 13056-132 Campinas"
223986121116140,Pizzaria Nutridella,Ouro Verde,0,141490,4786.3739386353645,Mon,44,manha,21,tarde,12,noite,11,"av arymana 1200, Campinas"
491800180903812,Na Roça Restaurante,Swift,1,86361,6354.185060921773,Mon,45,manha,20,tarde,23,noite,2,"Av  Doutor Arlindo Joaquim De Lemos 247, 13100450 Campinas"
236063623403835,Vila Bella Padaria,Taquaral,3,62735,4755.858116457308,Sat,47,manha,31,tarde,9,noite,7,"Rua Luiz Otávio, 2605 - Santa Cândida, 13087-560 Campinas"
599128990155137,Pastelaria KERO MAIS,Ouro Verde,1,141490,4786.3739386353645,Sat,49,manha,19,tarde,24,noite,6,"RUA ABUNA, 13056-481 Campinas"
1429110800642329,Empório doces finos,Ouro Verde,2,141490,4786.3739386353645,Sun,109,manha,42,tarde,46,noite,21,"Av. Arymana, 1200  Parque Dom Pedro II, 13056440 Campinas"
223986121116140,Pizzaria Nutridella,Ouro Verde,0,141490,4786.3739386353645,Thu,68,manha,25,tarde,19,noite,24,"av arymana 1200, Campinas"
484536821689781,"Ateliê Mãos de Fada Doces, Bolos e Salgados -  Rakane Costa",Barão Geraldo,2,38740,1010.9445050442843,Tue,27,manha,1,tarde,8,noite,18,"Barão Geraldo, 13083-310 Campinas"
704390099683029,Omatuto Shopping Bandeiras,Complexo Delta,2,469,30.294222136097922,Tue,331,manha,107,tarde,113,noite,111,"Avenida John Boyd Dunlop, 3900, 13060 Campinas"
223513841063502,Buffet 4Estações Espaço e festa,Campo Belo (Cidade Singer),3,47336,4325.608597119673,Wed,31,manha,9,tarde,9,noite,13,"Rua 1 n 141 bairro Jd marajo, Campinas"
346297432098151,Paris LADO B Gastronomie,APA Zona Urbana (Sousas Joaquim Egídio),2,19421,901.4993269275403,Wed,38,manha,15,tarde,6,noite,17,"rua pedro maróstica, 13107-234 Campinas"
131841770205220,Empório Naturalle,Alphavile Campinas,2,13188,580.7593732660448,Fri,23,manha,9,tarde,7,noite,7,"Galleria Shopping, 13013-082 Campinas"
548002955242502,Espetinho Sato,Amoreiras,1,60786,6047.275114904794,Fri,86,manha,23,tarde,31,noite,32,13050 Campinas
340868509455415,Rosi Doces,Jardim do Trevo,0,52376,3893.865837973667,Mon,17,manha,10,tarde,1,noite,6,"AV Elza Terrozo Alita N 173, 13052-601 Campinas"
643751649114194,Dri e Gão Lanches,PUCCamp (Roseira),2,112644,7192.09306483125,Mon,58,manha,18,tarde,19,noite,21,"Av. Transamazônica, 91. Jd.Garcia, 13061100 Campinas"
821990761251544,Samuka's burguer,PUCCamp (Roseira),1,112644,7192.09306483125,Sat,32,manha,12,tarde,14,noite,6,"daniel andrade stragliotto170, 13060777 Campinas"
165879833536205,Lanchão Sousas,APA Zona Urbana (Sousas Joaquim Egídio),0,19421,901.4993269275403,Sun,57,manha,22,tarde,17,noite,18,"AV.: JULIA CONCEIÇÃO ALVES, 287 - SOUSAS, 13105-760 Campinas"
230181670401652,Bar Flor do Minho,Swift,2,86361,6354.185060921773,Sun,10,manha,7,tarde,1,noite,2,"Rua Otoniel Motta, 13041-180 Campinas"
523729881116238,Porcodoido - Food Bike,Castelo,2,67263,5683.108587650817,Sun,34,manha,8,tarde,19,noite,7,13033-780 Campinas
1549585908664742,Flamy Parque Industrial,Amoreiras,2,60786,6047.275114904794,Thu,102,manha,30,tarde,47,noite,25,"Avenida Francisco de Paula Oliveira  Nazareth, 138, 13031-440 Campinas"
166622033514420,Mari Pinheiro Confeitaria,PUCCamp (Roseira),1,112644,7192.09306483125,Thu,21,manha,4,tarde,10,noite,7,"Rua Pedreira 565, 13050544 Campinas"
206598359366197,Gato Lanches,Swift,2,86361,6354.185060921773,Wed,34,manha,11,tarde,6,noite,17,"Rua Honduras, Nova Europa, 428, 13040-102 Campinas"
351293461924618,Giga-io,Ouro Verde,0,141490,4786.3739386353645,Wed,25,manha,7,tarde,9,noite,9,"Avenida Fernando Paolieri, 13056-070 Campinas"
732502303477488,Wãlakkhilya Kafé & Bistrô,Barão Geraldo,2,38740,1010.9445050442843,Wed,14,manha,9,tarde,4,noite,1,"Av. Santa Isabel, 1834, 13084-643 Campinas"
1086238974735613,Açaí Mais Açaíteria,PUCCamp (Roseira),0,112644,7192.09306483125,Fri,17,manha,11,tarde,3,noite,3,"Rua Frei Caneca, 501- Jardim Campos Elíseos, 13060-023 Campinas"
331749366861395,Cachorro Quente do Mineiro,APA Zona Urbana (Sousas Joaquim Egídio),1,19421,901.4993269275403,Fri,6,manha,2,tarde,3,noite,1,"Rua Antônio José Feltrin, 13105-055 Sousas, Sao Paulo, Brazil"
508388215947506,Boteco do Gaúcho,Ribeirão Samambaia,1,52882,5569.4752063460965,Fri,10,manha,4,tarde,4,noite,2,"R.Alfredo Pacífico Belgama, 13045015 Campinas"
717864805023835,Dona Confeiteira,Swift,0,86361,6354.185060921773,Mon,40,manha,18,tarde,17,noite,5,"Avenida Doutor Ângelo Simões, 924, 13040-150 Campinas"
718781441598497,Bolo Zero,Taquaral,1,62735,4755.858116457308,Mon,19,manha,3,tarde,12,noite,4,13087010 Campinas
1710100459278383,RT CHOPP & CIA,Ouro Verde,1,141490,4786.3739386353645,Sat,24,manha,12,tarde,5,noite,7,"Avenida Arymana, 954, 13056-440 Campinas"
202745783233298,Toca Do Ursao,Ouro Verde,2,141490,4786.3739386353645,Sat,106,manha,60,tarde,32,noite,14,"Rua Cacilda Becker, 13054-609 Campinas"
1469698040001056,Casa de Bolos Ouro Verde,Ouro Verde,1,141490,4786.3739386353645,Sun,95,manha,49,tarde,23,noite,23,"Avenida Suaçuna, Campinas"
645015765574854,Kifome Auto Lanche,Swift,2,86361,6354.185060921773,Sun,25,manha,9,tarde,6,noite,10,"Rua Plínio Pereira Neves, 13041-220 Campinas"
468831703310779,Bolão Futebol Society,Taquaral,1,62735,4755.858116457308,Thu,7,manha,4,tarde,2,noite,1,"Rua Hermantino Coelho, 856, 13087-500 Campinas"
654248204700168,Comida Boa,Amoreiras,0,60786,6047.275114904794,Thu,30,manha,19,tarde,9,noite,2,"Rua : Parana, 13030560 Campinas"
1085973631495514,Lanchão Proença,Centro,2,74062,10757.789236691118,Tue,102,manha,34,tarde,34,noite,34,"Av. Ayrton Senna da Silva, 439, 13026-305 Campinas"
256312394813386,Boteco da Villa,Ouro Verde,0,141490,4786.3739386353645,Wed,67,manha,16,tarde,22,noite,29,"Rua Egito, 124 - Vila Vitória, 13056-761 Campinas"
372555612808565,Pizzaria e Choperia Mamute,Jardim do Trevo,1,52376,3893.865837973667,Wed,11,manha,6,tarde,4,noite,1,"Rua: Daltair Paulino, 269 Jardim São José, 13051144 Campinas"
303752249731554,R&S Tapioca e Cia.,Campo Belo (Cidade Singer),0,47336,4325.608597119673,Fri,14,manha,7,tarde,5,noite,2,"Rua Prof.Estevam Guedes,2051, 13053-618 Campinas"
527320177360237,Vila Bar - Nosso Bar,Barão Geraldo,1,38740,1010.9445050442843,Fri,23,manha,14,tarde,7,noite,2,"Avenida Santa Isabel 1690, 13084-643 Campinas"
452102971589647,Pastel & Cia,PUCCamp (Roseira),0,112644,7192.09306483125,Mon,26,manha,6,tarde,16,noite,4,"R.Jose Lourenço de Sá n 1236   Vila União, 13060-740 Campinas"
1658759097770368,Doce Sonho Confeitaria,Ouro Verde,0,141490,4786.3739386353645,Sat,9,manha,1,tarde,3,noite,5,"Saulo Andrade Nogueira, 13057520 Campinas"
965881310114315,Pizzaria Vitória,Campo Belo (Cidade Singer),1,47336,4325.608597119673,Sat,46,manha,16,tarde,14,noite,16,"Avenida Antonio Sales Proenca, 570, 13053-330 Campinas"
1025857507443238,Rancho do Una Steakhouse & Pizza,Flamboyant,0,57756,4607.542022002218,Sun,16,manha,3,tarde,7,noite,6,"AVENIDA MACHADO DE ASSIS, 329, 13075-480 Campinas"
229224450619918,Bella Pizza Campo Grande,Campo Grande,3,105720,2248.954976227704,Sun,26,manha,6,tarde,13,noite,7,"Rua Antonio Volpe B:Jardim Maracanã, 13058413 Campinas"
288087564950165,ADEGA Timtones,Campo Grande,0,105720,2248.954976227704,Sun,182,manha,64,tarde,63,noite,55,"Rua Padre henrique pereira neto 204, 13058017 Campinas"
135269966672143,Frango Assado - Jd. Trevo - Campinas/SP,Amoreiras,2,60786,6047.275114904794,Thu,85,manha,37,tarde,30,noite,18,"Benedito de Campos 165, Campinas"
194213554269044,Mr. Gordin's,Jardim do Trevo,1,52376,3893.865837973667,Thu,95,manha,22,tarde,28,noite,45,"Rua Aparecida Leopoldina Faustino, 13051-259 Campinas"
104841373313039,Fruttaria Restaurante,Alphavile Campinas,2,13188,580.7593732660448,Tue,31,manha,17,tarde,13,noite,1,"Rua Cumaru, 259, 13098-324 Campinas"
486271148101420,Cit Churrasco & Cia,Ouro Verde,0,141490,4786.3739386353645,Tue,29,manha,2,tarde,13,noite,14,"Rua: Luiz Tércio Roccato, 10 - Jdm. Planalto de Viracopos, 13056003 Campinas"
221630384972651,Kero + Açaí,Campo Grande,2,105720,2248.954976227704,Wed,18,manha,2,tarde,6,noite,10,"Rua Alderico Alvite, 134, 13058517 Campinas"
357984927613438,Vida Doce,Ouro Verde,0,141490,4786.3739386353645,Wed,44,manha,8,tarde,2,noite,34,13057523 Campinas
1424692054501527,Baixinha Lanches,Aparecidinha,1,62822,3799.5875141376205,Fri,12,manha,2,tarde,4,noite,6,"Rua Dom Eugenio de Araújo Sales, 226 - Padre Anchieta, 13068305 Campinas"
143723125818125,Osteria Salvatore,Amoreiras,2,60786,6047.275114904794,Fri,70,manha,14,tarde,31,noite,25,"Rua Francisco Antonio Pinto 154 Pq.Industrial, 13031-420 Campinas"
1769155753343971,Panificadora e Restaurante Revolução,Ouro Verde,1,141490,4786.3739386353645,Fri,23,manha,12,tarde,6,noite,5,"Avenida Martinho Lutero, 554, 13056-260 Campinas"
180373232158867,Bar do Marcelão,Campo Belo (Cidade Singer),0,47336,4325.608597119673,Fri,47,manha,14,tarde,12,noite,21,"Rua Joaquim Miguel do Nascimento, 60 - JD Nova America, 13053037 Campinas"
1211000925597515,Armazém dos Ovos,Campo Grande,0,105720,2248.954976227704,Mon,7,manha,1,tarde,5,noite,1,"Manoel Marques Lopes, 34, 13058-512 Campinas"
246714052171579,A Quinta do Marques,Castelo,3,67263,5683.108587650817,Mon,101,manha,21,tarde,65,noite,15,"Rua Antônio Tepedino Pagano, 20, 13063-080 Campinas"
1697223223937489,Adega do Lekin,Ouro Verde,2,141490,4786.3739386353645,Sat,15,manha,3,tarde,4,noite,8,"Avenida Cinco, 13056-150 Campinas"
230181670401652,Bar Flor do Minho,Swift,2,86361,6354.185060921773,Sat,54,manha,4,tarde,31,noite,19,"Rua Otoniel Motta, 13041-180 Campinas"
1052574704823376,Brigadeiros da Lalá,Jardim do Trevo,0,52376,3893.865837973667,Sun,11,manha,2,tarde,3,noite,6,"João A. Neto, 13054664 Campinas"
1377550722554290,Madazi Bolos & Salgados,Ouro Verde,0,141490,4786.3739386353645,Sun,20,manha,7,tarde,4,noite,9,"R: Chapecó n°190 Parque Universitário, Campinas - SP, 13056-486 Campinas"
389153337841660,Spazio Ouro Verde,Ouro Verde,2,141490,4786.3739386353645,Sun,166,manha,52,tarde,90,noite,24,"Av. Ruy Rodrigues, 3900 - Parque Universitário, 13056-460 Campinas"
665887163480814,Joyce doces,Centro,0,74062,10757.789236691118,Sun,40,manha,20,tarde,17,noite,3,"Jd.Vista Alegre, 13010-201 Campinas"
965881310114315,Pizzaria Vitória,Campo Belo (Cidade Singer),1,47336,4325.608597119673,Sun,33,manha,11,tarde,6,noite,16,"Avenida Antonio Sales Proenca, 570, 13053-330 Campinas"
1852835618336557,Açai no Copo,PUCCamp (Roseira),1,112644,7192.09306483125,Thu,34,manha,7,tarde,10,noite,17,"R: Euclides arruda de Almeida, 117 Vila Uniao, 13060735 Campinas"
193290747446532,Anjos Lanches  Campinas,PUCCamp (Roseira),0,112644,7192.09306483125,Thu,26,manha,9,tarde,6,noite,11,"Domicio Pacheco e Silva,351, 13060-190 Campinas"
203543020089370,Praia do Açai,PUCCamp (Roseira),1,112644,7192.09306483125,Thu,31,manha,11,tarde,16,noite,4,"Av Paulo Provenza Sobrinho n° 1100 - Jd. Campos Eliseos, 13060-356 Campinas"
350967631772966,Doce Arte,Campo Grande,2,105720,2248.954976227704,Thu,34,manha,12,tarde,17,noite,5,"Rua Professor Casemiro dos Reis Filho, 13058286 Campinas"
230181670401652,Bar Flor do Minho,Swift,2,86361,6354.185060921773,Tue,22,manha,13,tarde,2,noite,7,"Rua Otoniel Motta, 13041-180 Campinas"
338666122914716,Padaria skina,Jardim do Trevo,4,52376,3893.865837973667,Tue,40,manha,15,tarde,12,noite,13,"rua maria jose simoes aguiar,317, 13052510 Campinas"
1549585908664742,Flamy Parque Industrial,Amoreiras,2,60786,6047.275114904794,Fri,145,manha,57,tarde,61,noite,27,"Avenida Francisco de Paula Oliveira  Nazareth, 138, 13031-440 Campinas"
624118040969473,Rose Bolos,Campo Grande,0,105720,2248.954976227704,Fri,9,manha,1,tarde,3,noite,5,"Vicente Matallo, 13058-523 Campinas"
1756509411283557,Restaurante Cantina Mineira,PUCCamp (Roseira),2,112644,7192.09306483125,Mon,12,manha,2,tarde,3,noite,7,"Vila castelo branco 415, 13060-739 Campinas"
229224450619918,Bella Pizza Campo Grande,Campo Grande,3,105720,2248.954976227704,Mon,13,manha,5,tarde,5,noite,3,"Rua Antonio Volpe B:Jardim Maracanã, 13058413 Campinas"
285339518468700,Espetinhos Favela,Campo Belo (Cidade Singer),1,47336,4325.608597119673,Mon,68,manha,24,tarde,21,noite,23,"Anair Caetano Gonçalves, 811, 13053105 Campinas"
443928399137863,Colher Mineira,Ouro Verde,2,141490,4786.3739386353645,Mon,81,manha,43,tarde,29,noite,9,"Rua Maria Rita Maciel Colombari numero 16 Jardim Cristina, 13054-030 Campinas"
219154511429590,Água Doce Cachaçaria Campinas Barão Geraldo,Barão Geraldo,2,38740,1010.9445050442843,Sat,38,manha,26,tarde,5,noite,7,"Avenida Dr Romeu Tortima, 593, 13084791 Campinas"
687355887970305,Armazém da Fazenda,Swift,2,86361,6354.185060921773,Sat,252,manha,73,tarde,77,noite,102,"Avenida Marechal Carmona, 13041-311 Campinas"
1552671575041887,Sorveteria Show di Bolas Campo Grande Campinas,Campo Grande,0,105720,2248.954976227704,Sun,44,manha,15,tarde,20,noite,9,"Rua Dr Edgard Pereira de Sousa 33 Pq Valença 1, 13058520 Campinas"
1680019975586748,Kabana do Açaí & Cia,Jardim do Trevo,1,52376,3893.865837973667,Thu,128,manha,13,tarde,91,noite,24,13051006 Campinas
338666122914716,Padaria skina,Jardim do Trevo,4,52376,3893.865837973667,Thu,28,manha,8,tarde,15,noite,5,"rua maria jose simoes aguiar,317, 13052510 Campinas"
412087848893469,Pizzaria Mais Sabor,Swift,1,86361,6354.185060921773,Thu,47,manha,30,tarde,14,noite,3,"Av. Ralpho Leite de Barros, 400, 13040-012 Campinas"
792644480833250,Pizzaria Cone Degust,Ouro Verde,1,141490,4786.3739386353645,Thu,43,manha,6,tarde,20,noite,17,"Avenida Coaciara, 13056-430 Campinas"
719985674702467,PÃO Caseiro DA SELMA,Ouro Verde,1,141490,4786.3739386353645,Tue,13,manha,4,tarde,4,noite,5,"Rua Geralda de Lourdes Oliveira 105 Pq União da Vitória, 13056707 Campinas"
1424692054501527,Baixinha Lanches,Aparecidinha,1,62822,3799.5875141376205,Wed,34,manha,4,tarde,9,noite,21,"Rua Dom Eugenio de Araújo Sales, 226 - Padre Anchieta, 13068305 Campinas"
158707307594683,Estação Moriá Pizzaria,Ouro Verde,4,141490,4786.3739386353645,Wed,27,manha,6,tarde,12,noite,9,"AV RUY RODRIGUES N 4004, 13056460 Campinas"
360044020707227,Donuts Amora,Ouro Verde,0,141490,4786.3739386353645,Wed,22,manha,10,tarde,6,noite,6,"Rua Francico Carvalho de Moura, 13057425 Campinas"
468780863511272,Villa Tio Nerso,APA Zona Urbana (Sousas Joaquim Egídio),1,19421,901.4993269275403,Wed,6,manha,2,tarde,1,noite,3,"Avenida Antônio Carlos Couto de Barros 1310, 13105- 500 Campinas"
154720331253440,Almanaque Café,Barão Geraldo,1,38740,1010.9445050442843,Fri,81,manha,9,tarde,35,noite,37,"Endereço: Av. Albino José Barbosa de Oliveira, 1240 Barão Geraldo, 13084-008 Campinas"
346003048804768,Empório Delícia a Granel,Taquaral,0,62735,4755.858116457308,Fri,42,manha,10,tarde,19,noite,13,"Rua Padre Manuel Bernardes, 989, 13087-320 Campinas"
193273247527869,Cervejoteca Campinas,Flamboyant,2,57756,4607.542022002218,Sat,39,manha,12,tarde,17,noite,10,"Avenida Barão de Itapura, 13073-300 Campinas"
342404825955141,Pizzaria Mimosa,Amoreiras,2,60786,6047.275114904794,Sat,31,manha,4,tarde,6,noite,21,"Vila Mimosa (R. Das Violetas) - São Bernardo (R. Doutor Las Casas dos Santos), 13030-420 Campinas"
678893075492976,E.V.S Ouro Verde - Novo Endereço,Ouro Verde,0,141490,4786.3739386353645,Sat,27,manha,11,tarde,8,noite,8,"Avenida Jacauna. 1945, 13054-107 Campinas"
1484184515134379,Jambu Bistrô,Alphavile Campinas,4,13188,580.7593732660448,Sun,14,manha,5,tarde,5,noite,4,"Rua Embiruçu, 300 - Alphaville, 13098320 Campinas"
233932446645779,Massima Alimentação,Flamboyant,0,57756,4607.542022002218,Sun,50,manha,14,tarde,26,noite,10,"Av. Eng. Carlos Stevenson, 1.221, 13092-132 Campinas"
260769430702649,Dumont Cafeteria,Swift,2,86361,6354.185060921773,Sun,203,manha,32,tarde,126,noite,45,"Av Washington Luiz - Shopping Prado, 13042 Campinas"
348149185282730,BUFFET EVENTUAL,PUCCamp (Roseira),1,112644,7192.09306483125,Sun,9,manha,3,tarde,3,noite,3,"Av.ibirapuera, 898 jd Londres, 13060-240 Campinas"
518107235057398,Restaurante Campo Grande,Campo Grande,0,105720,2248.954976227704,Sun,17,manha,9,tarde,6,noite,2,"Avenida Armando Mário Tozzi, 1189, 13058 Campinas"
1756509411283557,Restaurante Cantina Mineira,PUCCamp (Roseira),2,112644,7192.09306483125,Thu,14,manha,7,tarde,5,noite,2,"Vila castelo branco 415, 13060-739 Campinas"
206598359366197,Gato Lanches,Swift,2,86361,6354.185060921773,Thu,21,manha,8,tarde,1,noite,12,"Rua Honduras, Nova Europa, 428, 13040-102 Campinas"
1071717059518118,Bom Pra Casar,Ouro Verde,2,141490,4786.3739386353645,Tue,31,manha,14,tarde,10,noite,7,13059630 Campinas
158707307594683,Estação Moriá Pizzaria,Ouro Verde,4,141490,4786.3739386353645,Tue,9,manha,1,tarde,4,noite,4,"AV RUY RODRIGUES N 4004, 13056460 Campinas"
1704159459853773,Trufas & Trufas,Campo Grande,0,105720,2248.954976227704,Tue,15,manha,6,tarde,4,noite,5,"R Professor Horta Lisboa, 13058101 Campinas"
211569545688921,Todo Dia Doceria & Confeitaria,Ouro Verde,0,141490,4786.3739386353645,Tue,38,manha,10,tarde,20,noite,8,"Av Mario Trevenzolli,943, 13056050 Campinas"
338506032881676,Sorveteria Sonho Gelado Sorvetes Sergel,Campo Grande,1,105720,2248.954976227704,Fri,33,manha,8,tarde,11,noite,14,"Rua Julio Bocaletti, 55 Pq.Valença I, 13058-510 Campinas"
531645433534991,Pizzaria Do Gordo,PUCCamp (Roseira),0,112644,7192.09306483125,Fri,37,manha,2,tarde,24,noite,11,"R Paulo Vianna de Souza 1406 - Parque Residencial Vila União, 13060-726 Campinas"
131841770205220,Empório Naturalle,Alphavile Campinas,2,13188,580.7593732660448,Mon,23,manha,11,tarde,8,noite,4,"Galleria Shopping, 13013-082 Campinas"
595385487181329,Star Clean Barão Geraldo,Barão Geraldo,2,38740,1010.9445050442843,Sun,23,manha,10,tarde,9,noite,4,"Av Atílio Martini, 940, 13083-830 Campinas"
621100611325695,Delizie - Marmitaria,Ouro Verde,0,141490,4786.3739386353645,Sun,9,manha,2,tarde,4,noite,3,"Rua Laercio Leite de Godoy, 515, 13054520 Campinas"
